id,parent_id/id,code,name
__export__.sni_6831,,6831,Fastighetsförmedling
__export__.sni_6832,,6832,Fastighetsförvaltning på uppdrag
__export__.sni_6910,,6910,Juridisk verksamhet
__export__.sni_6920,,6920,"Redovisning och bokföring, revision, skatterådgivning"
__export__.sni_7010,,7010,Verksamheter som utövas av huvudkontor
__export__.sni_7021,,7021,PR och kommunikation
__export__.sni_7022,,7022,Konsultverksamhet avseende företags organisation
__export__.sni_7111,,7111,Arkitektverksamhet
__export__.sni_7112,,7112,Teknisk konsultverksamhet o.d.
__export__.sni_7120,,7120,Teknisk provning och analys
__export__.sni_7211,,7211,Bioteknisk forskning och utveckling
__export__.sni_7219,,7219,Annan naturvetenskaplig och teknisk forskning och utveckling
__export__.sni_7220,,7220,Samhällsvetenskaplig och humanistisk forskning och utveckling
__export__.sni_7311,,7311,Reklambyråverksamhet o.d.
__export__.sni_7312,,7312,Mediebyråverksamhet och annonsförsäljning
__export__.sni_7320,,7320,Marknads- och opinionsundersökning
__export__.sni_7410,,7410,Specialiserad designverksamhet
__export__.sni_7420,,7420,Fotoverksamhet
__export__.sni_7430,,7430,Översättning och tolkning
__export__.sni_7490,,7490,"Övrig verksamhet inom juridik, ekonomi, vetenskap och teknik"
__export__.sni_7500,,7500,Veterinärverksamhet
__export__.sni_7711,,7711,Uthyrning och leasing av personbilar och lätta motorfordon
__export__.sni_7712,,7712,Uthyrning och leasing av lastbilar och andra tunga motorfordon
__export__.sni_7721,,7721,Uthyrning och leasing av fritids- och sportutrustning
__export__.sni_7722,,7722,Uthyrning av videokassetter och dvd-skivor
__export__.sni_7729,,7729,Uthyrning och leasing av andra hushållsartiklar och varor för personligt bruk
__export__.sni_7731,,7731,Uthyrning och leasing av jordbruksmaskiner och jordbruksredskap
__export__.sni_7732,,7732,Uthyrning och leasing av bygg- och anläggningsmaskiner
__export__.sni_7733,,7733,Uthyrning och leasing av kontorsmaskiner och kontorsutrustning (inklusive datorer)
__export__.sni_7734,,7734,Uthyrning och leasing av fartyg och båtar
__export__.sni_7735,,7735,Uthyrning och leasing av flygplan
__export__.sni_7739,,7739,Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar
__export__.sni_7740,,7740,"Leasing av immateriell egendom och liknande produkter, med undantag för upphovsrättsskyddade verk"
__export__.sni_7810,,7810,Arbetsförmedling och rekrytering
__export__.sni_7820,,7820,Personaluthyrning
__export__.sni_7830,,7830,Övrigt tillhandahållande av personalfunktioner
__export__.sni_7911,,7911,Resebyråverksamhet
__export__.sni_7912,,7912,Researrangemang
__export__.sni_7990,,7990,Turist- och bokningsservice
__export__.sni_8010,,8010,Säkerhetsverksamhet
__export__.sni_8020,,8020,Säkerhetssystemtjänster
__export__.sni_8030,,8030,Spanings- och detektivverksamhet
__export__.sni_8110,,8110,Fastighetsrelaterade stödtjänster
__export__.sni_8121,,8121,Lokalvård
__export__.sni_8122,,8122,Rengöring och sotning av byggnader
__export__.sni_8129,,8129,Annan rengöring
__export__.sni_8130,,8130,Skötsel och underhåll av grönytor
__export__.sni_8211,,8211,Kombinerade kontorstjänster
__export__.sni_8219,,8219,"Kopiering, dokumentsammanställning och andra specialiserade kontorstjänster"
__export__.sni_8220,,8220,Callcenterverksamhet
__export__.sni_8230,,8230,Arrangemang av kongresser och mässor
__export__.sni_8291,,8291,Inkassoföretags och kreditupplysningsföretags verksamhet
__export__.sni_8292,,8292,Förpackningsverksamhet
__export__.sni_8299,,8299,Övriga företagstjänster
__export__.sni_8411,,8411,Övergripande offentlig förvaltning
__export__.sni_8412,,8412,"Administration av vård, utbildning, kulturell verksamhet och annan samhällsservice"
__export__.sni_8413,,8413,Administration av näringslivsprogram
__export__.sni_8421,,8421,Utrikesförvaltning
__export__.sni_8422,,8422,Totalförsvar
__export__.sni_8423,,8423,Rättskipning
__export__.sni_8424,,8424,Polisverksamhet
__export__.sni_8425,,8425,Brand- och räddningsverksamhet
__export__.sni_8430,,8430,Obligatorisk socialförsäkring
__export__.sni_8510,,8510,Förskoleutbildning
__export__.sni_8520,,8520,Grundskoleutbildning
__export__.sni_8531,,8531,Studieförberedande gymnasial utbildning m.m.
__export__.sni_8532,,8532,Gymnasial yrkesutbildning m.m.
__export__.sni_8541,,8541,Eftergymnasial utbildning vid annat än universitet och högskola
__export__.sni_8542,,8542,Universitets- eller högskoleutbildning
__export__.sni_8551,,8551,Sport- och fritidsutbildning
__export__.sni_8552,,8552,"Musik-, dans- och övrig kulturell utbildning"
__export__.sni_8553,,8553,Trafikskoleverksamhet
__export__.sni_8559,,8559,Övrig utbildning
__export__.sni_8560,,8560,Stödverksamhet för utbildningsväsendet
__export__.sni_8610,,8610,Sluten sjukvård
__export__.sni_8621,,8621,Allmänpraktiserande läkarverksamhet
__export__.sni_8622,,8622,Specialistläkarverksamhet inom öppenvård
__export__.sni_8623,,8623,Tandläkarverksamhet
__export__.sni_8690,,8690,Annan hälso- och sjukvård
__export__.sni_8710,,8710,Boende med sjuksköterskevård
__export__.sni_8720,,8720,"Boende med särskild service för personer med utvecklingsstörning, psykiska funktionshinder eller missbruksproblem"
__export__.sni_8730,,8730,Vård och omsorg i särskilda boendeformer för äldre och funktionshindrade personer
__export__.sni_8790,,8790,Annan vård och omsorg med boende
__export__.sni_8810,,8810,Öppna sociala insatser för äldre och funktionshindrade personer
__export__.sni_8891,,8891,Dagbarnvård
__export__.sni_8899,,8899,Övriga öppna sociala insatser
__export__.sni_9001,,9001,Artistisk verksamhet
__export__.sni_9002,,9002,Stödtjänster till artistisk verksamhet
__export__.sni_9003,,9003,Litterärt och konstnärligt skapande
__export__.sni_9004,,9004,"Drift av teatrar, konserthus o.d."
__export__.sni_9101,,9101,Biblioteks- och arkivverksamhet
__export__.sni_9102,,9102,Museiverksamhet
__export__.sni_9103,,9103,Vård av historiska minnesmärken och byggnader och liknande sevärdheter
__export__.sni_9104,,9104,"Drift av botaniska trädgårdar, djurparker och naturreservat"
__export__.sni_9200,,9200,Spel- och vadhållningsverksamhet
__export__.sni_9311,,9311,Drift av sportanläggningar
__export__.sni_9312,,9312,Sportklubbars och idrottsföreningars verksamhet
__export__.sni_9313,,9313,Drift av gymanläggningar
__export__.sni_9319,,9319,Annan sportverksamhet
__export__.sni_9321,,9321,Nöjes- och temaparksverksamhet
__export__.sni_9329,,9329,Övrig fritids- och nöjesverksamhet
__export__.sni_9411,,9411,Intressebevakning inom bransch- och arbetsgivarorganisationer
__export__.sni_9412,,9412,Intressebevakning inom yrkesorganisationer
__export__.sni_9420,,9420,Intressebevakning inom arbetstagarorganisationer
__export__.sni_9491,,9491,Verksamhet i religiösa samfund
__export__.sni_9492,,9492,Verksamhet i politiska organisationer
__export__.sni_9499,,9499,Verksamhet i andra intresseorganisationer
__export__.sni_9511,,9511,Reparation av datorer och kringutrustning
__export__.sni_9512,,9512,Reparation av kommunikationsutrustning
__export__.sni_9521,,9521,Reparation av hemelektronik
__export__.sni_9522,,9522,Reparation av hushållsapparater samt av utrustning för hem och trädgård
__export__.sni_9523,,9523,Lagning av skodon och lädervaror
__export__.sni_9524,,9524,Reparation av möbler och heminredning
__export__.sni_9525,,9525,Reparation av ur och guldsmedsvaror
__export__.sni_9529,,9529,Reparation av andra hushållsartiklar och personliga artiklar
__export__.sni_9601,,9601,Tvätteriverksamhet
__export__.sni_9602,,9602,Hår- och skönhetsvård
__export__.sni_9603,,9603,Begravningsverksamhet
__export__.sni_9604,,9604,Kroppsvård
__export__.sni_9609,,9609,Övriga konsumenttjänster
__export__.sni_9700,,9700,Förvärvsarbete i hushåll
__export__.sni_9810,,9810,Hushållens produktion av diverse varor för eget bruk
__export__.sni_9820,,9820,Hushållens produktion av diverse tjänster för eget bruk
__export__.sni_9900,,9900,"Verksamhet vid internationella organisationer, utländska ambassader o.d."
__export__.sni_01110,,01110,"Odling av spannmål (utom ris), baljväxter och oljeväxter"
__export__.sni_01120,,01120,Odling av ris
__export__.sni_01131,,01131,Potatisodling
__export__.sni_01132,,01132,Sockerbetsodling
__export__.sni_01133,,01133,Odling av grönsaker (köksväxter) på friland
__export__.sni_01134,,01134,Odling av grönsaker (köksväxter) i växthus
__export__.sni_01135,,01135,Svampodling m.m.
__export__.sni_01140,,01140,Odling av sockerrör
__export__.sni_01150,,01150,Odling av tobak
__export__.sni_01160,,01160,Odling av fiberväxter
__export__.sni_01191,,01191,Odling av prydnadsväxter i växthus
__export__.sni_01199,,01199,Odling av övriga ett- och tvååriga växter
__export__.sni_01210,,01210,Odling av druvor
__export__.sni_01220,,01220,Odling av tropiska och subtropiska frukter
__export__.sni_01230,,01230,Odling av citrusfrukter
__export__.sni_01240,,01240,Odling av kärnfrukter och stenfrukter
__export__.sni_01250,,01250,Odling av andra frukter och bär samt nötter
__export__.sni_01260,,01260,Odling av oljehaltiga frukter
__export__.sni_01270,,01270,Odling av växter för dryckesframställning
__export__.sni_01280,,01280,"Odling av kryddväxter, drog- och medicinalväxter"
__export__.sni_01290,,01290,Odling av andra fleråriga växter
__export__.sni_01301,,01301,Odling av plantskoleväxter i växthus
__export__.sni_01302,,01302,Odling av plantskoleväxter m.m. på friland
__export__.sni_01410,,01410,Mjölkproduktion och uppfödning av nötkreatur av mjölkras
__export__.sni_01420,,01420,Uppfödning av andra nötkreatur och bufflar
__export__.sni_01430,,01430,Uppfödning av hästar och andra hästdjur
__export__.sni_01440,,01440,Uppfödning av kameler och kameldjur
__export__.sni_01450,,01450,Uppfödning av får och getter
__export__.sni_01461,,01461,Uppfödning av smågrisar
__export__.sni_01462,,01462,Uppfödning av slaktsvin
__export__.sni_01471,,01471,Äggproduktion (för försäljning)
__export__.sni_01472,,01472,"Uppfödning av fjäderfä, ej äggproduktion"
__export__.sni_01491,,01491,Renskötsel
__export__.sni_01492,,01492,Uppfödning av sällskapsdjur
__export__.sni_01499,,01499,Övrig uppfödning av andra djur
__export__.sni_01500,,01500,Blandat jordbruk
__export__.sni_01610,,01610,Service till växtodling
__export__.sni_01620,,01620,Service till husdjursskötsel
__export__.sni_01630,,01630,Bearbetning av skördade växter
__export__.sni_01640,,01640,Bearbetning av utsäde
__export__.sni_01700,,01700,Jakt och service i anslutning härtill
__export__.sni_02101,,02101,Skogsförvaltning
__export__.sni_02102,,02102,Skogsskötsel
__export__.sni_02109,,02109,Övrig skoglig verksamhet
__export__.sni_02200,,02200,Drivning
__export__.sni_02300,,02300,Insamling av annat vilt växande skogsmaterial än trä
__export__.sni_02401,,02401,Virkesmätning
__export__.sni_02409,,02409,Övrig service till skogsbruk
__export__.sni_03111,,03111,Trålfiske i saltvatten
__export__.sni_03119,,03119,Övrigt saltvattensfiske
__export__.sni_03120,,03120,Sötvattensfiske
__export__.sni_03210,,03210,Fiskodling i saltvatten
__export__.sni_03220,,03220,Fiskodling i sötvatten
__export__.sni_05100,,05100,Stenkolsutvinning
__export__.sni_05200,,05200,Brunkolsutvinning
__export__.sni_06100,,06100,Utvinning av råpetroleum
__export__.sni_06200,,06200,Utvinning av naturgas
__export__.sni_07100,,07100,Järnmalmsutvinning
__export__.sni_07210,,07210,Utvinning av uran- och toriummalm
__export__.sni_07290,,07290,Utvinning av annan malm
__export__.sni_08110,,08110,"Brytning av natursten, kalk- och gipssten, krita och skiffer"
__export__.sni_08120,,08120,"Utvinning av sand, grus och berg; utvinning av lera och kaolin"
__export__.sni_08910,,08910,Brytning av kemiska mineral
__export__.sni_08920,,08920,Torvutvinning
__export__.sni_08930,,08930,Saltutvinning
__export__.sni_08990,,08990,Diverse övrig utvinning av mineral
__export__.sni_09100,,09100,Stödtjänster till råpetroleum- och naturgasutvinning
__export__.sni_09900,,09900,Stödtjänster till annan utvinning
__export__.sni_10111,,10111,Kreatursslakt
__export__.sni_10112,,10112,Styckning av kött
__export__.sni_10120,,10120,Beredning och hållbarhetsbehandling av fjäderfäkött
__export__.sni_10130,,10130,Charkuteri- och annan köttvarutillverkning
__export__.sni_10200,,10200,Beredning och hållbarhetsbehandling av fisk samt skal- och blötdjur
__export__.sni_10310,,10310,Beredning och hållbarhetsbehandling av potatis
__export__.sni_10320,,10320,Juice- och safttillverkning
__export__.sni_10390,,10390,"Annan beredning och hållbarhetsbehandling av frukt, bär och grönsaker"
__export__.sni_10410,,10410,Framställning av oljor och fetter
__export__.sni_10420,,10420,Matfettstillverkning
__export__.sni_10511,,10511,Osttillverkning
__export__.sni_10519,,10519,Annan mejerivarutillverkning
__export__.sni_10520,,10520,Glasstillverkning
__export__.sni_10611,,10611,Mjöltillverkning
__export__.sni_10612,,10612,"Tillverkning av frukostflingor, mixer och andra livsmedelsberedningar av kvarnprodukter"
__export__.sni_10620,,10620,Stärkelsetillverkning
__export__.sni_10710,,10710,Tillverkning av mjukt matbröd och färska bakverk
__export__.sni_10721,,10721,Knäckebrödstillverkning
__export__.sni_10722,,10722,Tillverkning av kex och konserverade bakverk
__export__.sni_10730,,10730,Tillverkning av pastaprodukter
__export__.sni_10810,,10810,Sockertillverkning
__export__.sni_10821,,10821,Tillverkning av sockerkonfektyrer
__export__.sni_10822,,10822,Tillverkning av choklad och chokladkonfektyrer
__export__.sni_10830,,10830,Framställning av te och kaffe
__export__.sni_10840,,10840,"Tillverkning av senap, ketchup, kryddor och andra smaksättningsmedel"
__export__.sni_10850,,10850,Tillverkning av lagad mat och färdigrätter
__export__.sni_10860,,10860,Tillverkning av homogeniserade livsmedelspreparat inklusive dietmat
__export__.sni_10890,,10890,Framställning av andra livsmedel
__export__.sni_10910,,10910,Framställning av beredda fodermedel
__export__.sni_10920,,10920,Framställning av mat till sällskapsdjur
__export__.sni_11010,,11010,"Destillering, rening och tillblandning av spritdrycker"
__export__.sni_11020,,11020,Framställning av vin från druvor
__export__.sni_11030,,11030,Framställning av cider och andra fruktviner
__export__.sni_11040,,11040,Framställning av andra icke-destillerade jästa drycker
__export__.sni_11050,,11050,Framställning av öl
__export__.sni_11060,,11060,Framställning av malt
__export__.sni_11070,,11070,"Framställning av läskedrycker, mineralvatten och annat vatten på flaska"
__export__.sni_12000,,12000,Tobaksvarutillverkning
__export__.sni_13100,,13100,Garntillverkning
__export__.sni_13200,,13200,Vävnadstillverkning
__export__.sni_13300,,13300,"Blekning, färgning och annan textilberedning"
__export__.sni_13910,,13910,Tillverkning av trikåväv
__export__.sni_13921,,13921,"Sömnad av gardiner, sängkläder och linnevaror"
__export__.sni_13922,,13922,"Tillverkning av presenningar, tält, segel o.d."
__export__.sni_13930,,13930,Tillverkning av mattor
__export__.sni_13940,,13940,Tågvirkes- och bindgarnstillverkning
__export__.sni_13950,,13950,Tillverkning av bondad duk
__export__.sni_13960,,13960,Tillverkning av andra tekniska textilier och industritextilier
__export__.sni_13990,,13990,Övrig textilietillverkning
__export__.sni_14110,,14110,Tillverkning av läder- och skinnkläder
__export__.sni_14120,,14120,"Tillverkning av arbets-, skydds- och överdragskläder"
__export__.sni_14130,,14130,Tillverkning av andra gång- och ytterkläder
__export__.sni_14140,,14140,"Tillverkning av underkläder, skjortor och blusar"
__export__.sni_14190,,14190,Tillverkning av andra beklädnadsvaror och tillbehör
__export__.sni_14200,,14200,Tillverkning av pälsvaror
__export__.sni_14310,,14310,Tillverkning av strumpor
__export__.sni_14390,,14390,Tillverkning av andra trikåvaror
__export__.sni_15110,,15110,Garvning och annan läderberedning; pälsberedning
__export__.sni_15120,,15120,"Tillverkning av reseffekter, handväskor, sadel- och seldon m. m."
__export__.sni_15200,,15200,Tillverkning av skodon
__export__.sni_16101,,16101,Sågning av trä
__export__.sni_16102,,16102,Hyvling av trä
__export__.sni_16103,,16103,Träimpregnering
__export__.sni_16210,,16210,Tillverkning av fanér och träbaserade skivor
__export__.sni_16220,,16220,Tillverkning av sammansatta parkettgolv
__export__.sni_16231,,16231,Tillverkning av monteringsfärdiga trähus
__export__.sni_16232,,16232,Tillverkning av dörrar av trä
__export__.sni_16233,,16233,Tillverkning av fönster av trä
__export__.sni_16239,,16239,Tillverkning av övriga byggnads- och inredningssnickerier
__export__.sni_16240,,16240,Träförpackningstillverkning
__export__.sni_16291,,16291,Tillverkning av förädlade trädbränslen
__export__.sni_16292,,16292,Övrig trävarutillverkning
__export__.sni_16293,,16293,"Tillverkning av varor av kork, halm, rotting o.d."
__export__.sni_17111,,17111,Tillverkning av mekanisk eller halvkemisk massa
__export__.sni_17112,,17112,Sulfatmassatillverkning
__export__.sni_17113,,17113,Sulfitmassatillverkning
__export__.sni_17121,,17121,Tillverkning av tidnings- och journalpapper
__export__.sni_17122,,17122,"Tryckpapperstillverkning, ej tidnings- och journalpapper"
__export__.sni_17123,,17123,Tillverkning av kraftpapper och kraftpapp
__export__.sni_17129,,17129,Övrig tillverkning av papper och papp
__export__.sni_17211,,17211,Tillverkning av wellpapp och wellpappförpackningar
__export__.sni_17219,,17219,Övrig tillverkning av pappers- och pappförpackningar
__export__.sni_17220,,17220,Tillverkning av hushålls- och hygienartiklar av papper
__export__.sni_17230,,17230,"Tillverkning av skrivpapper, kuvert o.d."
__export__.sni_17240,,17240,Tapettillverkning
__export__.sni_17290,,17290,Tillverkning av andra pappers- och pappvaror
__export__.sni_18110,,18110,Tryckning av dagstidningar
__export__.sni_18121,,18121,Tryckning av tidskrifter
__export__.sni_18122,,18122,Tryckning av böcker och övriga trycksaker
__export__.sni_18130,,18130,Grafiska tjänster före tryckning (prepress/premedia)
__export__.sni_18140,,18140,Bokbindning och andra tjänster i samband med tryckning
__export__.sni_18200,,18200,Reproduktion av inspelningar
__export__.sni_19100,,19100,Tillverkning av stenkolsprodukter
__export__.sni_19200,,19200,Petroleumraffinering
__export__.sni_20110,,20110,Industrigasframställning
__export__.sni_20120,,20120,Tillverkning av färgämnen
__export__.sni_20130,,20130,Tillverkning av andra oorganiska baskemikalier
__export__.sni_20140,,20140,Tillverkning av andra organiska baskemikalier
__export__.sni_20150,,20150,Tillverkning av gödselmedel och kväveprodukter
__export__.sni_20160,,20160,Basplastframställning
__export__.sni_20170,,20170,Tillverkning av syntetiskt basgummi
__export__.sni_20200,,20200,Tillverkning av bekämpningsmedel och andra lantbrukskemiska produkter
__export__.sni_20300,,20300,"Tillverkning av färg, lack, tryckfärg m.m."
__export__.sni_20410,,20410,"Tillverkning av tvål, såpa, tvättmedel och polermedel"
__export__.sni_20420,,20420,Tillverkning av parfymer och toalettartiklar
__export__.sni_20510,,20510,Sprängämnestillverkning
__export__.sni_20520,,20520,Tillverkning av lim
__export__.sni_20530,,20530,Tillverkning av eteriska oljor
__export__.sni_20590,,20590,Tillverkning av övriga kemiska produkter
__export__.sni_20600,,20600,Konstfibertillverkning
__export__.sni_21100,,21100,Tillverkning av farmaceutiska basprodukter
__export__.sni_21200,,21200,Tillverkning av läkemedel
__export__.sni_22110,,22110,Tillverkning av däck och slangar; regummering
__export__.sni_22190,,22190,Annan gummivarutillverkning
__export__.sni_22210,,22210,Tillverkning av plasthalvfabrikat
__export__.sni_22220,,22220,Plastförpackningstillverkning
__export__.sni_22230,,22230,Byggplastvarutillverkning
__export__.sni_22290,,22290,Annan plastvarutillverkning
__export__.sni_23110,,23110,Framställning av planglas
__export__.sni_23120,,23120,Bearbetning av planglas
__export__.sni_23130,,23130,"Tillverkning av buteljer, glasförpackningar och husgeråd av glas"
__export__.sni_23140,,23140,Tillverkning av glasfiber
__export__.sni_23190,,23190,Tillverkning av andra glasvaror inklusive tekniska glasvaror
__export__.sni_23200,,23200,Tillverkning av eldfasta produkter
__export__.sni_23310,,23310,Tillverkning av keramiska golv- och väggplattor
__export__.sni_23320,,23320,"Tillverkning av murtegel, takpannor och andra byggvaror av tegel"
__export__.sni_23410,,23410,Tillverkning av keramiska hushålls- och prydnadsartiklar
__export__.sni_23420,,23420,Tillverkning av keramiska sanitetsartiklar
__export__.sni_23430,,23430,Tillverkning av keramiska isolatorer o.d.
__export__.sni_23440,,23440,Tillverkning av andra tekniska keramiska produkter
__export__.sni_23490,,23490,Tillverkning av andra keramiska produkter
__export__.sni_23510,,23510,Tillverkning av cement
__export__.sni_23520,,23520,Tillverkning av kalk och gips
__export__.sni_23610,,23610,Tillverkning av betongvaror  för byggändamål
__export__.sni_23620,,23620,Tillverkning av gipsvaror  för byggändamål
__export__.sni_23630,,23630,Tillverkning av fabriksblandad betong
__export__.sni_23640,,23640,Tillverkning av murbruk
__export__.sni_23650,,23650,Tillverkning av fibercementvaror
__export__.sni_23690,,23690,"Tillverkning av andra varor av betong, cement och gips"
__export__.sni_23701,,23701,"Huggning, formning och slutlig bearbetning av sten för byggnadsändamål"
__export__.sni_23709,,23709,"Huggning, formning och slutlig bearbetning av sten för prydnadsändamål"
__export__.sni_23910,,23910,Slipmedelstillverkning
__export__.sni_23991,,23991,Tillverkning av varor av sten- och mineralull
__export__.sni_23999,,23999,Diverse övrig tillverkning av icke-metalliska mineraliska produkter
__export__.sni_24100,,24100,Framställning av järn och stål samt ferrolegeringar
__export__.sni_24200,,24200,"Tillverkning av rör, ledningar, ihåliga profiler och tillbehör av stål"
__export__.sni_24310,,24310,Tillverkning av kalldragen stålstång
__export__.sni_24320,,24320,Tillverkning av kallvalsade stålband
__export__.sni_24330,,24330,Tillverkning av andra kallformade produkter av stål
__export__.sni_24340,,24340,Tillverkning av kalldragen ståltråd
__export__.sni_24410,,24410,Framställning av ädla metaller
__export__.sni_24420,,24420,Framställning av aluminium
__export__.sni_24430,,24430,"Framställning av bly, zink och tenn"
__export__.sni_24440,,24440,Framställning av koppar
__export__.sni_24450,,24450,Framställning av andra metaller
__export__.sni_24460,,24460,Tillverkning av kärnbränsle
__export__.sni_24510,,24510,Gjutning av järn
__export__.sni_24520,,24520,Gjutning av stål
__export__.sni_24530,,24530,Gjutning av lättmetall
__export__.sni_24540,,24540,Gjutning av andra metaller
__export__.sni_25110,,25110,Tillverkning av metallstommar och delar därav
__export__.sni_25120,,25120,Tillverkning av dörrar och fönster av metall
__export__.sni_25210,,25210,Tillverkning av radiatorer och pannor för centraluppvärmning
__export__.sni_25290,,25290,"Tillverkning av andra cisterner, tankar, kar och andra behållare av metall"
__export__.sni_25300,,25300,Tillverkning av ånggeneratorer utom varmvattenpannor för centraluppvärmning
__export__.sni_25400,,25400,Tillverkning av vapen och ammunition
__export__.sni_25500,,25500,"Smidning, pressning, prägling och valsning av metall; pulvermetallurgi"
__export__.sni_25610,,25610,Beläggning och överdragning av metall
__export__.sni_25620,,25620,Metallegoarbeten
__export__.sni_25710,,25710,Tillverkning av bestick
__export__.sni_25720,,25720,Tillverkning av lås och gångjärn
__export__.sni_25730,,25730,Tillverkning av verktyg och redskap
__export__.sni_25910,,25910,Tillverkning av stålfat o.d. behållare
__export__.sni_25920,,25920,Tillverkning av lättmetallförpackningar
__export__.sni_25930,,25930,"Tillverkning av metalltrådvaror, kedjor och fjädrar"
__export__.sni_25940,,25940,Tillverkning av nitar och skruvar
__export__.sni_25991,,25991,"Tillverkning av diskbänkar, sanitetsgods m. m. av metall för byggändamål"
__export__.sni_25999,,25999,Diverse övrig metallvarutillverkning
__export__.sni_26110,,26110,Tillverkning av elektroniska komponenter
__export__.sni_26120,,26120,Tillverkning av kretskort
__export__.sni_26200,,26200,Tillverkning av datorer och kringutrustning
__export__.sni_26300,,26300,Tillverkning av kommunikationsutrustning
__export__.sni_26400,,26400,Tillverkning av hemelektronik
__export__.sni_26510,,26510,"Tillverkning av instrument och apparater för mätning, provning och navigering"
__export__.sni_26520,,26520,Urtillverkning
__export__.sni_26600,,26600,Tillverkning av strålningsutrustning samt elektromedicinsk och elektroterapeutisk utrustning
__export__.sni_26700,,26700,Tillverkning av optiska instrument och fotoutrustning
__export__.sni_26800,,26800,Tillverkning av magnetiska och optiska medier
__export__.sni_27110,,27110,"Tillverkning av elmotorer, generatorer och transformatorer"
__export__.sni_27120,,27120,Tillverkning av eldistributions- och elkontrollapparater
__export__.sni_27200,,27200,Batteri- och ackumulatortillverkning
__export__.sni_27310,,27310,Tillverkning av optiska fiberkablar
__export__.sni_27320,,27320,Tillverkning av andra elektroniska och elektriska ledningar och kablar
__export__.sni_27330,,27330,Tillverkning av kabeltillbehör
__export__.sni_27400,,27400,Tillverkning av belysningsarmatur
__export__.sni_27510,,27510,Tillverkning av elektriska hushållsmaskiner och hushållsapparater
__export__.sni_27520,,27520,Tillverkning av icke-elektriska hushållsmaskiner och hushållsapparater
__export__.sni_27900,,27900,Tillverkning av annan elapparatur
__export__.sni_28110,,28110,Tillverkning av motorer och turbiner utom för luftfartyg och fordon
__export__.sni_28120,,28120,Tillverkning av fluidteknisk utrustning
__export__.sni_28130,,28130,Tillverkning av andra pumpar och kompressorer
__export__.sni_28140,,28140,Tillverkning av andra kranar och ventiler
__export__.sni_28150,,28150,"Tillverkning av lager, kugghjul och andra delar för kraftöverföring"
__export__.sni_28210,,28210,Tillverkning av ugnar och brännare
__export__.sni_28220,,28220,Tillverkning av lyft- och godshanteringsanordningar
__export__.sni_28230,,28230,Tillverkning av kontorsmaskiner och kontorsutrustning (utom datorer och kringutrustning)
__export__.sni_28240,,28240,Tillverkning av motordrivna handverktyg
__export__.sni_28250,,28250,Tillverkning av maskiner och apparater för kyla och ventilation utom för hushåll
__export__.sni_28290,,28290,Övrig tillverkning av maskiner för allmänt ändamål
__export__.sni_28300,,28300,Tillverkning av jord- och skogsbruksmaskiner
__export__.sni_28410,,28410,Tillverkning av verktygsmaskiner för metallbearbetning
__export__.sni_28490,,28490,Tillverkning av övriga verktygsmaskiner
__export__.sni_28910,,28910,Tillverkning av maskiner för metallurgi
__export__.sni_28920,,28920,"Tillverkning av gruv-, bergbrytnings- och byggmaskiner"
__export__.sni_28930,,28930,"Tillverkning av maskiner för framställning av livsmedel, drycker och tobaksvaror"
__export__.sni_28940,,28940,"Tillverkning av maskiner för produktion av textil-, beklädnads- och lädervaror"
__export__.sni_28950,,28950,"Tillverkning av maskiner för produktion av massa, papper och papp"
__export__.sni_28960,,28960,Tillverkning av maskiner för gummi och plast
__export__.sni_28990,,28990,Tillverkning av övriga specialmaskiner
__export__.sni_29101,,29101,Tillverkning av personbilar och andra lätta motorfordon
__export__.sni_29102,,29102,Tillverkning av lastbilar och andra tunga motorfordon
__export__.sni_29200,,29200,Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar
__export__.sni_29310,,29310,Tillverkning av elektrisk och elektronisk utrustning för motorfordon
__export__.sni_29320,,29320,Tillverkning av andra delar och tillbehör till motorfordon
__export__.sni_30110,,30110,Byggande av fartyg och flytande materiel
__export__.sni_30120,,30120,Byggande av fritidsbåtar
__export__.sni_30200,,30200,Tillverkning av rälsfordon
__export__.sni_30300,,30300,"Tillverkning av luftfartyg, rymdfarkoster o.d."
__export__.sni_30400,,30400,Tillverkning av militära stridsfordon
__export__.sni_30910,,30910,Tillverkning av motorcyklar
__export__.sni_30920,,30920,Tillverkning av cyklar och invalidfordon
__export__.sni_30990,,30990,Diverse övrig transportmedelstillverkning
__export__.sni_31011,,31011,Tillverkning av kontors- och butiksmöbler
__export__.sni_31012,,31012,Tillverkning av kontors- och butiksinredningar
__export__.sni_31021,,31021,Tillverkning av köksmöbler
__export__.sni_31022,,31022,Tillverkning av köksinredningar
__export__.sni_31030,,31030,Tillverkning av madrasser
__export__.sni_31090,,31090,Tillverkning av andra möbler
__export__.sni_32110,,32110,Prägling av mynt
__export__.sni_32120,,32120,"Tillverkning av smycken, guld- och silversmedsvaror"
__export__.sni_32130,,32130,Tillverkning av bijouterier o.d.
__export__.sni_32200,,32200,Tillverkning av musikinstrument
__export__.sni_32300,,32300,Tillverkning av sportartiklar
__export__.sni_32400,,32400,Tillverkning av spel och leksaker
__export__.sni_32501,,32501,Tillverkning av medicinska och dentala instrument och tillbehör
__export__.sni_32502,,32502,Tillverkning av tandproteser
