id,parent_id/id,code,name
__export__.sni_1051,,1051,Mejerivarutillverkning
__export__.sni_1052,,1052,Glasstillverkning
__export__.sni_1061,,1061,Tillverkning av kvarnprodukter
__export__.sni_1062,,1062,Stärkelsetillverkning
__export__.sni_1071,,1071,Tillverkning av mjukt matbröd och färska bakverk
__export__.sni_1072,,1072,"Tillverkning av knäckebröd, kex och konserverade bakverk"
__export__.sni_1073,,1073,Tillverkning av pastaprodukter
__export__.sni_1081,,1081,Sockertillverkning
__export__.sni_1082,,1082,"Tillverkning av choklad, choklad- och sockerkonfektyrer"
__export__.sni_1083,,1083,Framställning av te och kaffe
__export__.sni_1084,,1084,"Tillverkning av senap, ketchup, kryddor och andra smaksättningsmedel"
__export__.sni_1085,,1085,Tillverkning av lagad mat och färdigrätter
__export__.sni_1086,,1086,Tillverkning av homogeniserade livsmedelspreparat inklusive dietmat
__export__.sni_1089,,1089,Framställning av andra livsmedel
__export__.sni_1091,,1091,Framställning av beredda fodermedel
__export__.sni_1092,,1092,Framställning av mat till sällskapsdjur
__export__.sni_1101,,1101,"Destillering, rening och tillblandning av spritdrycker"
__export__.sni_1102,,1102,Framställning av vin från druvor
__export__.sni_1103,,1103,Framställning av cider och andra fruktviner
__export__.sni_1104,,1104,Framställning av andra icke-destillerade jästa drycker
__export__.sni_1105,,1105,Framställning av öl
__export__.sni_1106,,1106,Framställning av malt
__export__.sni_1107,,1107,"Framställning av läskedrycker, mineralvatten och annat vatten på flaska"
__export__.sni_1200,,1200,Tobaksvarutillverkning
__export__.sni_1310,,1310,Garntillverkning
__export__.sni_1320,,1320,Vävnadstillverkning
__export__.sni_1330,,1330,"Blekning, färgning och annan textilberedning"
__export__.sni_1391,,1391,Tillverkning av trikåväv
__export__.sni_1392,,1392,Tillverkning av sydda textilvaror utom beklädnadsvaror
__export__.sni_1393,,1393,Tillverkning av mattor
__export__.sni_1394,,1394,Tågvirkes- och bindgarnstillverkning
__export__.sni_1395,,1395,Tillverkning av bondad duk
__export__.sni_1396,,1396,Tillverkning av andra tekniska textilier och industritextilier
__export__.sni_1399,,1399,Övrig textilietillverkning
__export__.sni_1411,,1411,Tillverkning av läder- och skinnkläder
__export__.sni_1412,,1412,"Tillverkning av arbets-, skydds- och överdragskläder"
__export__.sni_1413,,1413,Tillverkning av andra gång- och ytterkläder
__export__.sni_1414,,1414,"Tillverkning av underkläder, skjortor och blusar"
__export__.sni_1419,,1419,Tillverkning av andra beklädnadsvaror och tillbehör
__export__.sni_1420,,1420,Tillverkning av pälsvaror
__export__.sni_1431,,1431,Tillverkning av strumpor
__export__.sni_1439,,1439,Tillverkning av andra trikåvaror
__export__.sni_1511,,1511,Garvning och annan läderberedning; pälsberedning
__export__.sni_1512,,1512,"Tillverkning av reseffekter, handväskor, sadel- och seldon m. m."
__export__.sni_1520,,1520,Tillverkning av skodon
__export__.sni_1610,,1610,Sågning och hyvling av trä
__export__.sni_1621,,1621,Tillverkning av fanér och träbaserade skivor
__export__.sni_1622,,1622,Tillverkning av sammansatta parkettgolv
__export__.sni_1623,,1623,Tillverkning av andra byggnads- och inredningssnickerier
__export__.sni_1624,,1624,Träförpackningstillverkning
__export__.sni_1629,,1629,"Övrig trävarutillverkning; tillverkning av varor av kork, halm, rotting o.d."
__export__.sni_1711,,1711,Massatillverkning
__export__.sni_1712,,1712,Pappers- och papptillverkning
__export__.sni_1721,,1721,Tillverkning av wellpapp och pappers- och pappförpackningar
__export__.sni_1722,,1722,Tillverkning av hushålls- och hygienartiklar av papper
__export__.sni_1723,,1723,"Tillverkning av skrivpapper, kuvert o.d."
__export__.sni_1724,,1724,Tapettillverkning
__export__.sni_1729,,1729,Tillverkning av andra pappers- och pappvaror
__export__.sni_1811,,1811,Tryckning av dagstidningar
__export__.sni_1812,,1812,Annan tryckning
__export__.sni_1813,,1813,Grafiska tjänster före tryckning (prepress/premedia)
__export__.sni_1814,,1814,Bokbindning och andra tjänster i samband med tryckning
__export__.sni_1820,,1820,Reproduktion av inspelningar
__export__.sni_1910,,1910,Tillverkning av stenkolsprodukter
__export__.sni_1920,,1920,Petroleumraffinering
__export__.sni_2011,,2011,Industrigasframställning
__export__.sni_2012,,2012,Tillverkning av färgämnen
__export__.sni_2013,,2013,Tillverkning av andra oorganiska baskemikalier
__export__.sni_2014,,2014,Tillverkning av andra organiska baskemikalier
__export__.sni_2015,,2015,Tillverkning av gödselmedel och kväveprodukter
__export__.sni_2016,,2016,Basplastframställning
__export__.sni_2017,,2017,Tillverkning av syntetiskt basgummi
__export__.sni_2020,,2020,Tillverkning av bekämpningsmedel och andra lantbrukskemiska produkter
__export__.sni_2030,,2030,"Tillverkning av färg, lack, tryckfärg m.m."
__export__.sni_2041,,2041,"Tillverkning av tvål, såpa, tvättmedel och polermedel"
__export__.sni_2042,,2042,Tillverkning av parfymer och toalettartiklar
__export__.sni_2051,,2051,Sprängämnestillverkning
__export__.sni_2052,,2052,Tillverkning av lim
__export__.sni_2053,,2053,Tillverkning av eteriska oljor
__export__.sni_2059,,2059,Tillverkning av övriga kemiska produkter
__export__.sni_2060,,2060,Konstfibertillverkning
__export__.sni_2110,,2110,Tillverkning av farmaceutiska basprodukter
__export__.sni_2120,,2120,Tillverkning av läkemedel
__export__.sni_2211,,2211,Tillverkning av däck och slangar; regummering
__export__.sni_2219,,2219,Annan gummivarutillverkning
__export__.sni_2221,,2221,Tillverkning av plasthalvfabrikat
__export__.sni_2222,,2222,Plastförpackningstillverkning
__export__.sni_2223,,2223,Byggplastvarutillverkning
__export__.sni_2229,,2229,Annan plastvarutillverkning
__export__.sni_2311,,2311,Framställning av planglas
__export__.sni_2312,,2312,Bearbetning av planglas
__export__.sni_2313,,2313,"Tillverkning av buteljer, glasförpackningar och husgeråd av glas"
__export__.sni_2314,,2314,Tillverkning av glasfiber
__export__.sni_2319,,2319,Tillverkning av andra glasvaror inklusive tekniska glasvaror
__export__.sni_2320,,2320,Tillverkning av eldfasta produkter
__export__.sni_2331,,2331,Tillverkning av keramiska golv- och väggplattor
__export__.sni_2332,,2332,"Tillverkning av murtegel, takpannor och andra byggvaror av tegel"
__export__.sni_2341,,2341,Tillverkning av keramiska hushålls- och prydnadsartiklar
__export__.sni_2342,,2342,Tillverkning av keramiska sanitetsartiklar
__export__.sni_2343,,2343,Tillverkning av keramiska isolatorer o.d.
__export__.sni_2344,,2344,Tillverkning av andra tekniska keramiska produkter
__export__.sni_2349,,2349,Tillverkning av andra keramiska produkter
__export__.sni_2351,,2351,Tillverkning av cement
__export__.sni_2352,,2352,Tillverkning av kalk och gips
__export__.sni_2361,,2361,Tillverkning av betongvaror  för byggändamål
__export__.sni_2362,,2362,Tillverkning av gipsvaror  för byggändamål
__export__.sni_2363,,2363,Tillverkning av fabriksblandad betong
__export__.sni_2364,,2364,Tillverkning av murbruk
__export__.sni_2365,,2365,Tillverkning av fibercementvaror
__export__.sni_2369,,2369,"Tillverkning av andra varor av betong, cement och gips"
__export__.sni_2370,,2370,"Huggning, formning och slutlig bearbetning av sten"
__export__.sni_2391,,2391,Slipmedelstillverkning
__export__.sni_2399,,2399,Tillverkning av övriga icke-metalliska mineraliska produkter
__export__.sni_2410,,2410,Framställning av järn och stål samt ferrolegeringar
__export__.sni_2420,,2420,"Tillverkning av rör, ledningar, ihåliga profiler och tillbehör av stål"
__export__.sni_2431,,2431,Tillverkning av kalldragen stålstång
__export__.sni_2432,,2432,Tillverkning av kallvalsade stålband
__export__.sni_2433,,2433,Tillverkning av andra kallformade produkter av stål
__export__.sni_2434,,2434,Tillverkning av kalldragen ståltråd
__export__.sni_2441,,2441,Framställning av ädla metaller
__export__.sni_2442,,2442,Framställning av aluminium
__export__.sni_2443,,2443,"Framställning av bly, zink och tenn"
__export__.sni_2444,,2444,Framställning av koppar
__export__.sni_2445,,2445,Framställning av andra metaller
__export__.sni_2446,,2446,Tillverkning av kärnbränsle
__export__.sni_2451,,2451,Gjutning av järn
__export__.sni_2452,,2452,Gjutning av stål
__export__.sni_2453,,2453,Gjutning av lättmetall
__export__.sni_2454,,2454,Gjutning av andra metaller
__export__.sni_2511,,2511,Tillverkning av metallstommar och delar därav
__export__.sni_2512,,2512,Tillverkning av dörrar och fönster av metall
__export__.sni_2521,,2521,Tillverkning av radiatorer och pannor för centraluppvärmning
__export__.sni_2529,,2529,"Tillverkning av andra cisterner, tankar, kar och andra behållare av metall"
__export__.sni_2530,,2530,Tillverkning av ånggeneratorer utom varmvattenpannor för centraluppvärmning
__export__.sni_2540,,2540,Tillverkning av vapen och ammunition
__export__.sni_2550,,2550,"Smidning, pressning, prägling och valsning av metall; pulvermetallurgi"
__export__.sni_2561,,2561,Beläggning och överdragning av metall
__export__.sni_2562,,2562,Metallegoarbeten
__export__.sni_2571,,2571,Tillverkning av bestick
__export__.sni_2572,,2572,Tillverkning av lås och gångjärn
__export__.sni_2573,,2573,Tillverkning av verktyg och redskap
__export__.sni_2591,,2591,Tillverkning av stålfat o.d. behållare
__export__.sni_2592,,2592,Tillverkning av lättmetallförpackningar
__export__.sni_2593,,2593,"Tillverkning av metalltrådvaror, kedjor och fjädrar"
__export__.sni_2594,,2594,Tillverkning av nitar och skruvar
__export__.sni_2599,,2599,Övrig metallvarutillverkning
__export__.sni_2611,,2611,Tillverkning av elektroniska komponenter
__export__.sni_2612,,2612,Tillverkning av kretskort
__export__.sni_2620,,2620,Tillverkning av datorer och kringutrustning
__export__.sni_2630,,2630,Tillverkning av kommunikationsutrustning
__export__.sni_2640,,2640,Tillverkning av hemelektronik
__export__.sni_2651,,2651,"Tillverkning av instrument och apparater för mätning, provning och navigering"
__export__.sni_2652,,2652,Urtillverkning
__export__.sni_2660,,2660,Tillverkning av strålningsutrustning samt elektromedicinsk och elektroterapeutisk utrustning
__export__.sni_2670,,2670,Tillverkning av optiska instrument och fotoutrustning
__export__.sni_2680,,2680,Tillverkning av magnetiska och optiska medier
__export__.sni_2711,,2711,"Tillverkning av elmotorer, generatorer och transformatorer"
__export__.sni_2712,,2712,Tillverkning av eldistributions- och elkontrollapparater
__export__.sni_2720,,2720,Batteri- och ackumulatortillverkning
__export__.sni_2731,,2731,Tillverkning av optiska fiberkablar
__export__.sni_2732,,2732,Tillverkning av andra elektroniska och elektriska ledningar och kablar
__export__.sni_2733,,2733,Tillverkning av kabeltillbehör
__export__.sni_2740,,2740,Tillverkning av belysningsarmatur
__export__.sni_2751,,2751,Tillverkning av elektriska hushållsmaskiner och hushållsapparater
__export__.sni_2752,,2752,Tillverkning av icke-elektriska hushållsmaskiner och hushållsapparater
__export__.sni_2790,,2790,Tillverkning av annan elapparatur
__export__.sni_2811,,2811,Tillverkning av motorer och turbiner utom för luftfartyg och fordon
__export__.sni_2812,,2812,Tillverkning av fluidteknisk utrustning
__export__.sni_2813,,2813,Tillverkning av andra pumpar och kompressorer
__export__.sni_2814,,2814,Tillverkning av andra kranar och ventiler
__export__.sni_2815,,2815,"Tillverkning av lager, kugghjul och andra delar för kraftöverföring"
__export__.sni_2821,,2821,Tillverkning av ugnar och brännare
__export__.sni_2822,,2822,Tillverkning av lyft- och godshanteringsanordningar
__export__.sni_2823,,2823,Tillverkning av kontorsmaskiner och kontorsutrustning (utom datorer och kringutrustning)
__export__.sni_2824,,2824,Tillverkning av motordrivna handverktyg
__export__.sni_2825,,2825,Tillverkning av maskiner och apparater för kyla och ventilation utom för hushåll
__export__.sni_2829,,2829,Övrig tillverkning av maskiner för allmänt ändamål
__export__.sni_2830,,2830,Tillverkning av jord- och skogsbruksmaskiner
__export__.sni_2841,,2841,Tillverkning av verktygsmaskiner för metallbearbetning
__export__.sni_2849,,2849,Tillverkning av övriga verktygsmaskiner
__export__.sni_2891,,2891,Tillverkning av maskiner för metallurgi
__export__.sni_2892,,2892,"Tillverkning av gruv-, bergbrytnings- och byggmaskiner"
__export__.sni_2893,,2893,"Tillverkning av maskiner för framställning av livsmedel, drycker och tobaksvaror"
__export__.sni_2894,,2894,"Tillverkning av maskiner för produktion av textil-, beklädnads- och lädervaror"
__export__.sni_2895,,2895,"Tillverkning av maskiner för produktion av massa, papper och papp"
__export__.sni_2896,,2896,Tillverkning av maskiner för gummi och plast
__export__.sni_2899,,2899,Tillverkning av övriga specialmaskiner
__export__.sni_2910,,2910,Motorfordonstillverkning
__export__.sni_2920,,2920,Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar
__export__.sni_2931,,2931,Tillverkning av elektrisk och elektronisk utrustning för motorfordon
__export__.sni_2932,,2932,Tillverkning av andra delar och tillbehör till motorfordon
__export__.sni_3011,,3011,Byggande av fartyg och flytande materiel
__export__.sni_3012,,3012,Byggande av fritidsbåtar
__export__.sni_3020,,3020,Tillverkning av rälsfordon
__export__.sni_3030,,3030,"Tillverkning av luftfartyg, rymdfarkoster o.d."
__export__.sni_3040,,3040,Tillverkning av militära stridsfordon
__export__.sni_3091,,3091,Tillverkning av motorcyklar
__export__.sni_3092,,3092,Tillverkning av cyklar och invalidfordon
__export__.sni_3099,,3099,Diverse övrig transportmedelstillverkning
__export__.sni_3101,,3101,Tillverkning av kontors- och butiksmöbler samt kontors- och butiksinredningar
__export__.sni_3102,,3102,Tillverkning av köksmöbler och köksinredningar
__export__.sni_3103,,3103,Tillverkning av madrasser
__export__.sni_3109,,3109,Tillverkning av andra möbler
__export__.sni_3211,,3211,Prägling av mynt
__export__.sni_3212,,3212,"Tillverkning av smycken, guld- och silversmedsvaror"
__export__.sni_3213,,3213,Tillverkning av bijouterier o.d.
__export__.sni_3220,,3220,Tillverkning av musikinstrument
__export__.sni_3230,,3230,Tillverkning av sportartiklar
__export__.sni_3240,,3240,Tillverkning av spel och leksaker
__export__.sni_3250,,3250,Tillverkning av medicinsk och dental utrustning
__export__.sni_3291,,3291,Tillverkning av borstbinderiarbeten
__export__.sni_3299,,3299,Diverse övrig tillverkning
__export__.sni_3311,,3311,Reparation av metallvaror
__export__.sni_3312,,3312,Reparation av maskiner
__export__.sni_3313,,3313,Reparation av elektronisk och optisk utrustning
__export__.sni_3314,,3314,Reparation av elapparatur
__export__.sni_3315,,3315,Reparation och underhåll av fartyg och båtar
__export__.sni_3316,,3316,Reparation och underhåll av luftfartyg och rymdfarkoster
__export__.sni_3317,,3317,Reparation och underhåll av andra transportmedel
__export__.sni_3319,,3319,Reparation av annan utrustning
__export__.sni_3320,,3320,Installation av industrimaskiner och -utrustning
__export__.sni_3511,,3511,Generering av elektricitet
__export__.sni_3512,,3512,Överföring av elektricitet
__export__.sni_3513,,3513,Distribution av elektricitet
__export__.sni_3514,,3514,Handel med elektricitet
__export__.sni_3521,,3521,Framställning av gas
__export__.sni_3522,,3522,Distribution av gasformiga bränslen via rörnät
__export__.sni_3523,,3523,Handel med gas via rörnät
__export__.sni_3530,,3530,Försörjning av värme och kyla
__export__.sni_3600,,3600,Vattenförsörjning
__export__.sni_3700,,3700,Avloppsrening
__export__.sni_3811,,3811,Insamling av icke-farligt avfall
__export__.sni_3812,,3812,Insamling av farligt avfall
__export__.sni_3821,,3821,Behandling och bortskaffande av icke-farligt avfall
__export__.sni_3822,,3822,Behandling och bortskaffande av farligt avfall
__export__.sni_3831,,3831,Demontering av uttjänta fordon och maskiner
__export__.sni_3832,,3832,Återvinning av källsorterat material
__export__.sni_3900,,3900,"Sanering, efterbehandling av jord och vatten samt annan verksamhet för föroreningsbekämpning"
__export__.sni_4110,,4110,Utformning av byggprojekt
__export__.sni_4120,,4120,Byggande av bostadshus och andra byggnader
__export__.sni_4211,,4211,Anläggning av vägar och motorvägar
__export__.sni_4212,,4212,Anläggning av järnvägar och tunnelbanor
__export__.sni_4213,,4213,Anläggning av broar och tunnlar
__export__.sni_4221,,4221,"Allmännyttiga anläggningsarbeten för värme, vatten och avlopp"
__export__.sni_4222,,4222,Anläggningsarbeten för el och telekommunikation
__export__.sni_4291,,4291,Vattenbyggnad
__export__.sni_4299,,4299,Övriga anläggningsarbeten
__export__.sni_4311,,4311,Rivning av hus och byggnader
__export__.sni_4312,,4312,Mark- och grundarbeten
__export__.sni_4313,,4313,Markundersökning
__export__.sni_4321,,4321,Elinstallationer
__export__.sni_4322,,4322,VVS-arbeten
__export__.sni_4329,,4329,Andra bygginstallationer
__export__.sni_4331,,4331,"Puts-, fasad- och stuckatörsarbeten"
__export__.sni_4332,,4332,Byggnadssnickeriarbeten
__export__.sni_4333,,4333,Golv- och väggbeläggningsarbeten
__export__.sni_4334,,4334,Måleri- och glasmästeriarbeten
__export__.sni_4339,,4339,Annan slutbehandling av byggnader
__export__.sni_4391,,4391,Takarbeten
__export__.sni_4399,,4399,Övrig specialiserad bygg- och anläggningsverksamhet
__export__.sni_4511,,4511,Handel med personbilar och lätta motorfordon
__export__.sni_4519,,4519,Handel med andra motorfordon utom motorcyklar
__export__.sni_4520,,4520,Underhåll och reparation av motorfordon utom motorcyklar
__export__.sni_4531,,4531,Parti- och provisionshandel med reservdelar och tillbehör till motorfordon utom motorcyklar
__export__.sni_4532,,4532,Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar
__export__.sni_4540,,4540,Handel med och service av motorcyklar inklusive reservdelar och tillbehör
__export__.sni_4611,,4611,"Provisionshandel med jordbruksråvaror, levande djur, textilråvaror och textilhalvfabrikat"
__export__.sni_4612,,4612,"Provisionshandel med bränsle, malm, metaller och industrikemikalier"
__export__.sni_4613,,4613,Provisionshandel med virke och byggmaterial
__export__.sni_4614,,4614,"Provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg"
__export__.sni_4615,,4615,"Provisionshandel med möbler, hushålls- och järnhandelsvaror"
__export__.sni_4616,,4616,"Provisionshandel med textilier, kläder, skodon och lädervaror"
__export__.sni_4617,,4617,"Provisionshandel med livsmedel, drycker och tobak"
__export__.sni_4618,,4618,Provisionshandel med annat specialsortiment
__export__.sni_4619,,4619,Provisionshandel med blandat sortiment
__export__.sni_4621,,4621,"Partihandel med spannmål, råtobak, utsäde och djurfoder"
__export__.sni_4622,,4622,Partihandel med blommor och växter
__export__.sni_4623,,4623,Partihandel med levande djur
__export__.sni_4624,,4624,"Partihandel med hudar, skinn och läder"
__export__.sni_4631,,4631,Partihandel med frukt och grönsaker
__export__.sni_4632,,4632,Partihandel med kött- och köttvaror
__export__.sni_4633,,4633,"Partihandel med mejeriprodukter, ägg, matolja och matfett"
__export__.sni_4634,,4634,Partihandel med drycker
__export__.sni_4635,,4635,Partihandel med tobak
__export__.sni_4636,,4636,"Partihandel med socker, choklad och sockerkonfektyrer"
__export__.sni_4637,,4637,"Partihandel med kaffe, te, kakao och kryddor"
__export__.sni_4638,,4638,"Partihandel med andra livsmedel, bl.a. fisk samt skal- och blötdjur"
__export__.sni_4639,,4639,"Icke specialiserad partihandel med livsmedel, drycker och tobak"
__export__.sni_4641,,4641,Partihandel med textilier
__export__.sni_4642,,4642,Partihandel med kläder och skodon
__export__.sni_4643,,4643,"Partihandel med hushållsapparater, samt elartiklar"
__export__.sni_4644,,4644,"Partihandel med glas och porslin, rengöringsmedel"
__export__.sni_4645,,4645,Partihandel med parfym och kosmetika
__export__.sni_4646,,4646,Partihandel med medicinsk utrustning och apoteksvaror
__export__.sni_4647,,4647,"Partihandel med möbler, mattor och belysningsartiklar"
__export__.sni_4648,,4648,Partihandel med ur och guldsmedsvaror
__export__.sni_4649,,4649,Partihandel med andra hushållsvaror
__export__.sni_4651,,4651,Partihandel med datorer och kringutrustning samt programvara
__export__.sni_4652,,4652,Partihandel med elektronik- och telekommunikationsutrustning
__export__.sni_4661,,4661,Partihandel med jordbruksmaskiner och -utrustning
__export__.sni_4662,,4662,Partihandel med verktygsmaskiner
__export__.sni_4663,,4663,"Partihandel med gruv-, bygg- och anläggningsmaskiner"
__export__.sni_4664,,4664,"Partihandel med textil-, sy- och stickmaskiner"
__export__.sni_4665,,4665,Partihandel med kontorsmöbler
__export__.sni_4666,,4666,Partihandel med andra kontorsmaskiner och kontorsutrustning
__export__.sni_4669,,4669,Partihandel med andra maskiner och annan utrustning
__export__.sni_4671,,4671,Partihandel med bränslen
__export__.sni_4672,,4672,Partihandel med metaller och metallmalmer
__export__.sni_4673,,4673,"Partihandel med virke, andra byggmaterial och sanitetsgods"
__export__.sni_4674,,4674,Partihandel med järnhandelsvaror och VVS-armatur
__export__.sni_4675,,4675,Partihandel med kemiska produkter
__export__.sni_4676,,4676,Partihandel med andra insatsvaror
__export__.sni_4677,,4677,Partihandel med avfallsprodukter och skrot
__export__.sni_4690,,4690,Övrig partihandel
__export__.sni_4711,,4711,"Detaljhandel med brett sortiment, mest livsmedel, drycker och tobak"
__export__.sni_4719,,4719,Annan detaljhandel med brett sortiment
__export__.sni_4721,,4721,Specialiserad butikshandel med frukt och grönsaker
__export__.sni_4722,,4722,Specialiserad butikshandel med kött och charkuterier
__export__.sni_4723,,4723,"Specialiserad butikshandel med fisk, skal- och blötdjur"
__export__.sni_4724,,4724,"Specialiserad butikshandel med bröd, konditorivaror och konfektyrer"
__export__.sni_4725,,4725,Specialiserad butikshandel med alkoholhaltiga och andra drycker
__export__.sni_4726,,4726,Specialiserad butikshandel med tobaksvaror
__export__.sni_4729,,4729,Annan specialiserad butikshandel med livsmedel
__export__.sni_4730,,4730,Specialiserad detaljhandel med drivmedel
__export__.sni_4741,,4741,"Specialiserad butikshandel med datorer, programvara, data- och tv-spel"
__export__.sni_4742,,4742,Specialiserad butikshandel med telekommunikationsutrustning
__export__.sni_4743,,4743,Specialiserad butikshandel med ljud- och bildanläggningar samt videoutrustning
__export__.sni_4751,,4751,Specialiserad butikshandel med textilier
__export__.sni_4752,,4752,"Specialiserad butikshandel med bygg-, järn- och VVS-varor samt färger och glas"
__export__.sni_4753,,4753,Specialiserad butikshandel med mattor och inredningstextilier
__export__.sni_4754,,4754,Specialiserad butikshandel med elektriska hushållsmaskiner och hushållsapparater
__export__.sni_4759,,4759,"Specialiserad butikshandel med möbler, belysnings- och heminredningsartiklar"
__export__.sni_4761,,4761,Specialiserad butikshandel med böcker
__export__.sni_4762,,4762,Specialiserad butikshandel med tidningar och kontorsförbrukningsvaror
__export__.sni_4763,,4763,Specialiserad butikshandel med inspelade och oinspelade band och skivor för musik och bild
__export__.sni_4764,,4764,Specialiserad butikshandel med sport- och fritidsartiklar
__export__.sni_4765,,4765,Specialiserad butikshandel med spel och leksaker
__export__.sni_4771,,4771,Specialiserad butikshandel med kläder
__export__.sni_4772,,4772,Specialiserad butikshandel med skodon och lädervaror
__export__.sni_4773,,4773,Apotekshandel
__export__.sni_4774,,4774,Specialiserad butikshandel med sjukvårdsartiklar
__export__.sni_4775,,4775,Specialiserad butikshandel med kosmetika och hygienartiklar
__export__.sni_4776,,4776,"Specialiserad butikshandel med blommor och andra växter, frön och gödselmedel samt små sällskapsdjur"
__export__.sni_4777,,4777,"Specialiserad butikshandel med ur, guldsmedsvaror och smycken"
__export__.sni_4778,,4778,Annan specialiserad butikshandel med nya varor
__export__.sni_4779,,4779,Specialiserad butikshandel med antikviteter och andra begagnade varor
__export__.sni_4781,,4781,"Torg- och marknadshandel med livsmedel, drycker och tobak"
__export__.sni_4782,,4782,"Torg- och marknadshandel med textilier, kläder och skodon"
__export__.sni_4789,,4789,Torg- och marknadshandel med övriga varor
__export__.sni_4791,,4791,Postorderhandel och detaljhandel på Internet
__export__.sni_4799,,4799,"Övrig detaljhandel ej i butik, på torg eller marknad"
__export__.sni_4910,,4910,"Järnvägstransport, passagerartrafik"
__export__.sni_4920,,4920,"Järnvägstransport, godstrafik"
__export__.sni_4931,,4931,Kollektivtrafik
__export__.sni_4932,,4932,Taxitrafik
__export__.sni_4939,,4939,Annan landtransport av passagerare
__export__.sni_4941,,4941,"Vägtransport, godstrafik"
__export__.sni_4942,,4942,Flyttjänster
__export__.sni_4950,,4950,Transport i rörsystem
__export__.sni_5010,,5010,"Havs- och kustsjöfart, passagerartrafik"
__export__.sni_5020,,5020,"Havs- och kustsjöfart, godstrafik"
__export__.sni_5030,,5030,"Sjöfart på inre vattenvägar, passagerartrafik"
__export__.sni_5040,,5040,"Sjöfart på inre vattenvägar, godstrafik"
__export__.sni_5110,,5110,"Lufttransport, passagerartrafik"
__export__.sni_5121,,5121,"Lufttransport, godstrafik"
__export__.sni_5122,,5122,Rymdfart
__export__.sni_5210,,5210,Magasinering och varulagring
__export__.sni_5221,,5221,Stödtjänster till landtransport
__export__.sni_5222,,5222,Stödtjänster till sjötransport
__export__.sni_5223,,5223,Stödtjänster till lufttransport
__export__.sni_5224,,5224,Godshantering
__export__.sni_5229,,5229,Övriga stödtjänster till transport
__export__.sni_5310,,5310,Postbefordran via nationella posten
__export__.sni_5320,,5320,Annan postbefordran samt kurirverksamhet
__export__.sni_5510,,5510,Hotellverksamhet
__export__.sni_5520,,5520,Semesterbostäder och annan korttidsinkvartering
__export__.sni_5530,,5530,Campingplatsverksamhet
__export__.sni_5590,,5590,Annan logiverksamhet
__export__.sni_5610,,5610,Restaurangverksamhet
__export__.sni_5621,,5621,Cateringverksamhet vid enskilda evenemang
__export__.sni_5629,,5629,Annan catering- och centralköksverksamhet
__export__.sni_5630,,5630,Barverksamhet
__export__.sni_5811,,5811,Bokutgivning
__export__.sni_5812,,5812,Publicering av kataloger och sändlistor
__export__.sni_5813,,5813,Tidningsutgivning
__export__.sni_5814,,5814,Utgivning av tidskrifter
__export__.sni_5819,,5819,Annan förlagsverksamhet
__export__.sni_5821,,5821,Utgivning av dataspel
__export__.sni_5829,,5829,Utgivning av annan programvara
__export__.sni_5911,,5911,"Produktion av film, video och TV-program"
__export__.sni_5912,,5912,"Efterproduktion av film, video och TV-program"
__export__.sni_5913,,5913,"Film-, video- och TV-programdistribution"
__export__.sni_5914,,5914,Filmvisning
__export__.sni_5920,,5920,Ljudinspelning och fonogramutgivning
__export__.sni_6010,,6010,Sändning av radioprogram
__export__.sni_6020,,6020,Planering av TV-program och sändningsverksamhet
__export__.sni_6110,,6110,Trådbunden telekommunikation
__export__.sni_6120,,6120,Trådlös telekommunikation
__export__.sni_6130,,6130,Telekommunikation via satellit
__export__.sni_6190,,6190,Annan telekommunikation
__export__.sni_6201,,6201,Dataprogrammering
__export__.sni_6202,,6202,Datakonsultverksamhet
__export__.sni_6203,,6203,Datordrifttjänster
__export__.sni_6209,,6209,Andra IT- och datatjänster
__export__.sni_6311,,6311,"Databehandling, hosting o.d."
__export__.sni_6312,,6312,Webbportaler
__export__.sni_6391,,6391,Nyhetsservice
__export__.sni_6399,,6399,Övriga informationstjänster
__export__.sni_6411,,6411,Centralbanksverksamhet
__export__.sni_6419,,6419,Annan monetär finansförmedling
__export__.sni_6420,,6420,Holdingverksamhet
__export__.sni_6430,,6430,Fonder och liknande finansiella enheter
__export__.sni_6491,,6491,Finansiell leasing
__export__.sni_6492,,6492,Annan kreditgivning
__export__.sni_6499,,6499,Diverse övriga finansiella tjänster utom försäkring och pensionsfondsverksamhet
__export__.sni_6511,,6511,Livförsäkring
__export__.sni_6512,,6512,Skadeförsäkring
__export__.sni_6520,,6520,Återförsäkring
__export__.sni_6530,,6530,Pensionsfondsverksamhet
__export__.sni_6611,,6611,Administrativa tjänster till finansiella marknader
__export__.sni_6612,,6612,Verksamhet utförd av värdepappers- och varumäklare
__export__.sni_6619,,6619,Andra stödtjänster till finansiella tjänster utom försäkring och pensionsfondsverksamhet
__export__.sni_6621,,6621,Risk- och skadebedömning
__export__.sni_6622,,6622,Verksamhet utförd av försäkringsombud och försäkringsmäklare
__export__.sni_6629,,6629,Andra stödtjänster till försäkring och pensionsfondsverksamhet
__export__.sni_6630,,6630,Fondförvaltning
__export__.sni_6810,,6810,Handel med egna fastigheter
__export__.sni_6820,,6820,Uthyrning och förvaltning av egna eller arrenderade fastigheter
